source_node,target_node,relationship_type,relationship_source,relationship_strength,clinical_substitution_supported,graph_view
NODE_GENTAMICIN,NODE_BETAMETHASONE,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (1596454, 1870197)",0.4,False,SIMILARITY
NODE_GENTAMICIN,NODE_MOMETASONE,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (2713300, 1606020)",0.4,False,SIMILARITY
NODE_GENTAMICIN,NODE_PREDNISOLONE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (689325),0.4,False,SIMILARITY
NODE_CEFUROXIME,NODE_ACETYLCYSTEINE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1007698),0.4,False,SIMILARITY
NODE_TRIMETHOPRIM,NODE_SULFAMETHOXAZOLE,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (812415, 10831)",0.4,False,SIMILARITY
NODE_TRIMETHOPRIM,NODE_RIFAMPIN,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (818205),0.4,False,SIMILARITY
NODE_KETOCONAZOLE,NODE_HYDROCORTISONE,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (1648131, 1008033)",0.4,False,SIMILARITY
NODE_TERBINAFINE,NODE_BETAMETHASONE,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (2704734, 2703102)",0.4,False,SIMILARITY
NODE_TERBINAFINE,NODE_MOMETASONE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1721552),0.4,False,SIMILARITY
NODE_NYSTATIN,NODE_TETRACYCLINE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (392575),0.4,False,SIMILARITY
NODE_NYSTATIN,NODE_HYDROCORTISONE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (106984),0.4,False,SIMILARITY
NODE_NYSTATIN,NODE_TRIAMCINOLONE,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (107011, 1368279)",0.4,False,SIMILARITY
NODE_AMPICILLIN,NODE_DICLOFENAC,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1008558),0.4,False,SIMILARITY
NODE_AMPICILLIN,NODE_PROBENECID,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (214233),0.4,False,SIMILARITY
NODE_PIPERACILLIN,NODE_TAZOBACTAM,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (74169),0.4,False,SIMILARITY
NODE_TOBRAMYCIN,NODE_DEXAMETHASONE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (883815),0.4,False,SIMILARITY
NODE_ERYTHROMYCIN,NODE_TRETINOIN,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (392508),0.4,False,SIMILARITY
NODE_ERYTHROMYCIN,NODE_ISOTRETINOIN,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (392494),0.4,False,SIMILARITY
NODE_RIFAMPIN,NODE_ISONIAZID,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (106876, 814321, 214662)",0.4,False,SIMILARITY
NODE_RIFAMPIN,NODE_PYRAZINAMIDE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (214662),0.4,False,SIMILARITY
NODE_RIFAMPIN,NODE_ETHAMBUTOL,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (814321),0.4,False,SIMILARITY
NODE_ISONIAZID,NODE_PYRAZINAMIDE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (214662),0.4,False,SIMILARITY
NODE_ISONIAZID,NODE_ETHAMBUTOL,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (814321, 821005)",0.4,False,SIMILARITY
NODE_ISONIAZID,NODE_DAPSONE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1008891),0.4,False,SIMILARITY
NODE_ATORVASTATIN,NODE_AMLODIPINE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (404773),0.4,False,SIMILARITY
NODE_LISINOPRIL,NODE_HYDROCHLOROTHIAZIDE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (214618),0.4,False,SIMILARITY
NODE_AMLODIPINE,NODE_HYDROCHLOROTHIAZIDE,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (852897, 1050797, 1008801)",0.4,False,SIMILARITY
NODE_AMLODIPINE,NODE_VALSARTAN,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (729455, 852897)",0.4,False,SIMILARITY
NODE_AMLODIPINE,NODE_TELMISARTAN,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (901212, 2718420)",0.4,False,SIMILARITY
NODE_AMLODIPINE,NODE_OLMESARTAN,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (1009015, 1008801)",0.4,False,SIMILARITY
NODE_AMLODIPINE,NODE_INDAPAMIDE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (2718420),0.4,False,SIMILARITY
NODE_AMLODIPINE,NODE_CELECOXIB,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (2047714),0.4,False,SIMILARITY
NODE_LOSARTAN,NODE_HYDROCHLOROTHIAZIDE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (214619),0.4,False,SIMILARITY
NODE_METOPROLOL,NODE_HYDROCHLOROTHIAZIDE,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (214621, 1009139)",0.4,False,SIMILARITY
NODE_METOPROLOL,NODE_HYDRALAZINE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1009139),0.4,False,SIMILARITY
NODE_METOPROLOL,NODE_NIFEDIPINE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1008463),0.4,False,SIMILARITY
NODE_METOPROLOL,NODE_FELODIPINE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1007489),0.4,False,SIMILARITY
NODE_METOPROLOL,NODE_CHLORTHALIDONE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1007340),0.4,False,SIMILARITY
NODE_HYDROCHLOROTHIAZIDE,NODE_SPIRONOLACTONE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (324042),0.4,False,SIMILARITY
NODE_HYDROCHLOROTHIAZIDE,NODE_VALSARTAN,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (852897, 214626)",0.4,False,SIMILARITY
NODE_HYDROCHLOROTHIAZIDE,NODE_DILTIAZEM,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1007083),0.4,False,SIMILARITY
NODE_HYDROCHLOROTHIAZIDE,NODE_VERAPAMIL,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (1007974, 1007929)",0.4,False,SIMILARITY
NODE_HYDROCHLOROTHIAZIDE,NODE_ENALAPRIL,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (214536),0.4,False,SIMILARITY
NODE_HYDROCHLOROTHIAZIDE,NODE_RAMIPRIL,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (818284),0.4,False,SIMILARITY
NODE_HYDROCHLOROTHIAZIDE,NODE_ATENOLOL,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (153154),0.4,False,SIMILARITY
NODE_HYDROCHLOROTHIAZIDE,NODE_TELMISARTAN,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (284636),0.4,False,SIMILARITY
NODE_HYDROCHLOROTHIAZIDE,NODE_HYDRALAZINE,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (1009139, 214616, 214615)",0.4,False,SIMILARITY
NODE_HYDROCHLOROTHIAZIDE,NODE_PROPRANOLOL,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (214623),0.4,False,SIMILARITY
NODE_HYDROCHLOROTHIAZIDE,NODE_LABETALOL,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (689716),0.4,False,SIMILARITY
NODE_HYDROCHLOROTHIAZIDE,NODE_BISOPROLOL,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (214317),0.4,False,SIMILARITY
NODE_HYDROCHLOROTHIAZIDE,NODE_IRBESARTAN,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (214617),0.4,False,SIMILARITY
NODE_HYDROCHLOROTHIAZIDE,NODE_CANDESARTAN,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (284628),0.4,False,SIMILARITY
NODE_HYDROCHLOROTHIAZIDE,NODE_OLMESARTAN,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (1008801, 817496)",0.4,False,SIMILARITY
NODE_HYDROCHLOROTHIAZIDE,NODE_TRIAMTERENE,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (258337, 1007970, 1007929)",0.4,False,SIMILARITY
NODE_HYDROCHLOROTHIAZIDE,NODE_SOTALOL,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1006894),0.4,False,SIMILARITY
NODE_HYDROCHLOROTHIAZIDE,NODE_TIMOLOL,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (214625, 812786)",0.4,False,SIMILARITY
NODE_HYDROCHLOROTHIAZIDE,NODE_POTASSIUM CHLORIDE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (813131),0.4,False,SIMILARITY
NODE_HYDROCHLOROTHIAZIDE,NODE_MAGNESIUM CHLORIDE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1008205),0.4,False,SIMILARITY
NODE_FUROSEMIDE,NODE_SPIRONOLACTONE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (392462),0.4,False,SIMILARITY
NODE_FUROSEMIDE,NODE_INDAPAMIDE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1009094),0.4,False,SIMILARITY
NODE_FUROSEMIDE,NODE_TRIAMTERENE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (392570),0.4,False,SIMILARITY
NODE_FUROSEMIDE,NODE_POTASSIUM CHLORIDE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (608054),0.4,False,SIMILARITY
NODE_SIMVASTATIN,NODE_SITAGLIPTIN,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1189803),0.4,False,SIMILARITY
NODE_VALSARTAN,NODE_NEBIVOLOL,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1798280),0.4,False,SIMILARITY
NODE_DILTIAZEM,NODE_ENALAPRIL,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (214507),0.4,False,SIMILARITY
NODE_VERAPAMIL,NODE_TRIAMTERENE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1007929),0.4,False,SIMILARITY
NODE_ENALAPRIL,NODE_FELODIPINE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (214535),0.4,False,SIMILARITY
NODE_RAMIPRIL,NODE_FELODIPINE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (389179),0.4,False,SIMILARITY
NODE_ATENOLOL,NODE_HYDRALAZINE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1008198),0.4,False,SIMILARITY
NODE_ATENOLOL,NODE_NIFEDIPINE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (392475),0.4,False,SIMILARITY
NODE_ATENOLOL,NODE_CHLORTHALIDONE,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (151195, 1008198)",0.4,False,SIMILARITY
NODE_TELMISARTAN,NODE_INDAPAMIDE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (2718420),0.4,False,SIMILARITY
NODE_NITROGLYCERIN,NODE_ATROPINE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1008887),0.4,False,SIMILARITY
NODE_HYDRALAZINE,NODE_CHLORTHALIDONE,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (1007952, 1008198)",0.4,False,SIMILARITY
NODE_LABETALOL,NODE_HYDROXYZINE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1007878),0.4,False,SIMILARITY
NODE_AZILSARTAN,NODE_CHLORTHALIDONE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1235143),0.4,False,SIMILARITY
NODE_BUMETANIDE,NODE_POTASSIUM CHLORIDE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (816562),0.4,False,SIMILARITY
NODE_CHLORTHALIDONE,NODE_TRIAMTERENE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (392466),0.4,False,SIMILARITY
NODE_TRAMADOL,NODE_ACETAMINOPHEN,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (352362),0.4,False,SIMILARITY
NODE_TRAMADOL,NODE_CELECOXIB,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (2588474),0.4,False,SIMILARITY
NODE_FLUOXETINE,NODE_OLANZAPINE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (611247),0.4,False,SIMILARITY
NODE_BUPROPION,NODE_DEXTROMETHORPHAN,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (2611256),0.4,False,SIMILARITY
NODE_BUPROPION,NODE_NALTREXONE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1551467),0.4,False,SIMILARITY
NODE_DONEPEZIL,NODE_MEMANTINE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1430990),0.4,False,SIMILARITY
NODE_HYDROXYZINE,NODE_THEOPHYLLINE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (214541),0.4,False,SIMILARITY
NODE_DIAZEPAM,NODE_PERPHENAZINE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (812477),0.4,False,SIMILARITY
NODE_DIAZEPAM,NODE_AMITRIPTYLINE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (812477),0.4,False,SIMILARITY
NODE_DIAZEPAM,NODE_METOCLOPRAMIDE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (818685),0.4,False,SIMILARITY
NODE_DIAZEPAM,NODE_HYOSCYAMINE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1008129),0.4,False,SIMILARITY
NODE_CHLORDIAZEPOXIDE,NODE_AMITRIPTYLINE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (974990),0.4,False,SIMILARITY
NODE_CHLORDIAZEPOXIDE,NODE_DESIPRAMINE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (817999),0.4,False,SIMILARITY
NODE_FLUPHENAZINE,NODE_NORTRIPTYLINE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (644529),0.4,False,SIMILARITY
NODE_PERPHENAZINE,NODE_AMITRIPTYLINE,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (812477, 1012360)",0.4,False,SIMILARITY
NODE_PERPHENAZINE,NODE_NORTRIPTYLINE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (814600),0.4,False,SIMILARITY
NODE_LEVOTHYROXINE,NODE_LIOTHYRONINE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (465675),0.4,False,SIMILARITY
NODE_METFORMIN,NODE_SITAGLIPTIN,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (729717),0.4,False,SIMILARITY
NODE_METFORMIN,NODE_GLIPIZIDE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (352381),0.4,False,SIMILARITY
NODE_METFORMIN,NODE_EMPAGLIFLOZIN,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (1664314, 2281864)",0.4,False,SIMILARITY
NODE_METFORMIN,NODE_DAPAGLIFLOZIN,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (1486436, 2117292)",0.4,False,SIMILARITY
NODE_METFORMIN,NODE_PIOGLITAZONE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (607999),0.4,False,SIMILARITY
NODE_METFORMIN,NODE_GLYBURIDE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (285129),0.4,False,SIMILARITY
NODE_METFORMIN,NODE_REPAGLINIDE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (802646),0.4,False,SIMILARITY
NODE_METFORMIN,NODE_CANAGLIFLOZIN,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1545149),0.4,False,SIMILARITY
NODE_GLIMEPIRIDE,NODE_PIOGLITAZONE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (647235),0.4,False,SIMILARITY
NODE_MEDROXYPROGESTERONE,NODE_ESTRADIOL,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (636632),0.4,False,SIMILARITY
NODE_HYDROCORTISONE,NODE_DIPHENHYDRAMINE,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (690691, 2627295, 1537193)",0.4,False,SIMILARITY
NODE_HYDROCORTISONE,NODE_ATROPINE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1008192),0.4,False,SIMILARITY
NODE_HYDROCORTISONE,NODE_TRETINOIN,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1651331),0.4,False,SIMILARITY
NODE_HYDROCORTISONE,NODE_CROTAMITON,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (106957),0.4,False,SIMILARITY
NODE_HYDROCORTISONE,NODE_ZINC SULFATE,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (1009075, 1008114)",0.4,False,SIMILARITY
NODE_PREDNISONE,NODE_PIROXICAM,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (815961),0.4,False,SIMILARITY
NODE_DEXAMETHASONE,NODE_SODIUM PHOSPHATE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1009150),0.4,False,SIMILARITY
NODE_DEXAMETHASONE,NODE_THEOPHYLLINE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (813683),0.4,False,SIMILARITY
NODE_DEXAMETHASONE,NODE_PHENYLEPHRINE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1008930),0.4,False,SIMILARITY
NODE_DEXAMETHASONE,NODE_IBUPROFEN,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (820465),0.4,False,SIMILARITY
NODE_DEXAMETHASONE,NODE_INDOMETHACIN,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (814504),0.4,False,SIMILARITY
NODE_DEXAMETHASONE,NODE_CARISOPRODOL,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (820465, 822000)",0.4,False,SIMILARITY
NODE_TAMSULOSIN,NODE_DUTASTERIDE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1001472),0.4,False,SIMILARITY
NODE_ALENDRONATE,NODE_CHOLECALCIFEROL,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1007560),0.4,False,SIMILARITY
NODE_CHOLECALCIFEROL,NODE_DOCUSATE,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (1248141, 1100370, 1043299, 1313924, 1100257, 1944962, 1304510, 1007504, 1008307)",0.4,False,SIMILARITY
NODE_CHOLECALCIFEROL,NODE_CALCIUM GLUCONATE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1008800),0.4,False,SIMILARITY
NODE_CHOLECALCIFEROL,NODE_ZINC SULFATE,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (2371753, 1008307)",0.4,False,SIMILARITY
NODE_LIOTHYRONINE,NODE_FLUMETHASONE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1008475),0.4,False,SIMILARITY
NODE_BUDESONIDE,NODE_GLYCOPYRROLATE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (2387330),0.4,False,SIMILARITY
NODE_BUDESONIDE,NODE_ALBUTEROL,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (2632021),0.4,False,SIMILARITY
NODE_BUDESONIDE,NODE_FORMOTEROL,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (2387330, 389132)",0.4,False,SIMILARITY
NODE_BETAMETHASONE,NODE_LORATADINE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (819049),0.4,False,SIMILARITY
NODE_BETAMETHASONE,NODE_DICLOFENAC,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1008651),0.4,False,SIMILARITY
NODE_BETAMETHASONE,NODE_TRETINOIN,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1651569),0.4,False,SIMILARITY
NODE_BETAMETHASONE,NODE_CALCIPOTRIENE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (690419),0.4,False,SIMILARITY
NODE_OMEPRAZOLE,NODE_SODIUM BICARBONATE,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (617777, 645168)",0.4,False,SIMILARITY
NODE_ESOMEPRAZOLE,NODE_NAPROXEN,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (994202),0.4,False,SIMILARITY
NODE_FAMOTIDINE,NODE_IBUPROFEN,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1100065),0.4,False,SIMILARITY
NODE_METOCLOPRAMIDE,NODE_ACETAMINOPHEN,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (392658),0.4,False,SIMILARITY
NODE_DOCUSATE,NODE_SENNA,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1008340),0.4,False,SIMILARITY
NODE_DOCUSATE,NODE_ZINC SULFATE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1008307),0.4,False,SIMILARITY
NODE_PROMETHAZINE,NODE_CODEINE,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (1007568, 214449, 214444, 1008315, 690095, 1008812)",0.4,False,SIMILARITY
NODE_PROMETHAZINE,NODE_GUAIFENESIN,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1008315),0.4,False,SIMILARITY
NODE_PROMETHAZINE,NODE_DEXTROMETHORPHAN,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (1008062, 214491)",0.4,False,SIMILARITY
NODE_PROMETHAZINE,NODE_PSEUDOEPHEDRINE,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (690166, 689540)",0.4,False,SIMILARITY
NODE_PROMETHAZINE,NODE_PHENYLEPHRINE,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (1007806, 214449, 1007568, 214769)",0.4,False,SIMILARITY
NODE_PROMETHAZINE,NODE_ACETAMINOPHEN,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (814486),0.4,False,SIMILARITY
NODE_PROMETHAZINE,NODE_MEPERIDINE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (214699),0.4,False,SIMILARITY
NODE_PROMETHAZINE,NODE_PREDNISOLONE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1008864),0.4,False,SIMILARITY
NODE_HYOSCYAMINE,NODE_PSEUDOEPHEDRINE,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (1007767, 1007162, 1008610)",0.4,False,SIMILARITY
NODE_HYOSCYAMINE,NODE_PHENYLEPHRINE,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (1008931, 1007162, 689597, 1008610)",0.4,False,SIMILARITY
NODE_HYOSCYAMINE,NODE_ATROPINE,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (689606, 1008931, 1007767, 1008965, 1008128, 1008610, 1007162, 689597, 1008367)",0.4,False,SIMILARITY
NODE_GLYCOPYRROLATE,NODE_FORMOTEROL,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (1790638, 2387330, 2747290)",0.4,False,SIMILARITY
NODE_GLYCOPYRROLATE,NODE_BECLOMETHASONE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (2747290),0.4,False,SIMILARITY
NODE_DIPHENOXYLATE,NODE_ATROPINE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (594040),0.4,False,SIMILARITY
NODE_CHOLESTYRAMINE,NODE_DICLOFENAC,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1009044),0.4,False,SIMILARITY
NODE_PEG3350,NODE_MAGNESIUM SULFATE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (2641138),0.4,False,SIMILARITY
NODE_PEG3350,NODE_SODIUM BICARBONATE,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (815308, 815276)",0.4,False,SIMILARITY
NODE_PEG3350,NODE_POTASSIUM CHLORIDE,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (815308, 815276, 2045242, 2641138, 2045232, 1007544)",0.4,False,SIMILARITY
NODE_SODIUM PHOSPHATE,NODE_MAGNESIUM SULFATE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (1008228),0.4,False,SIMILARITY
NODE_SODIUM PHOSPHATE,NODE_SODIUM BICARBONATE,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (818288),0.4,False,SIMILARITY
NODE_SODIUM PHOSPHATE,NODE_POTASSIUM CHLORIDE,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (1007314, 1008228, 1007546)",0.4,False,SIMILARITY
NODE_SODIUM PHOSPHATE,NODE_MAGNESIUM CHLORIDE,CO_FORMULATED_WITH,"RxNorm MIN co-formulation concept (1007314, 1007546)",0.4,False,SIMILARITY
NODE_ALBUTEROL,NODE_IPRATROPIUM,CO_FORMULATED_WITH,RxNorm MIN co-formulation concept (214199),0.4,False,SIMILARITY
